# num_bin  t_k  T_k^day  T_k^night
0   21.6   11.4   9.0
0   22.5   11.4   12.6
0   23.2   4.3   6.3
1   25.5   11.3   12.3
1   26.5   11.2   12.8
1   27.5   11.2   12.8
1   28.5   11.2   12.8
1   29.0   0.0   1.2
2   37.8   2.7   6.6
2   38.5   10.8   13.2
2   39.5   10.8   13.2
2   40.2   2.5   6.6
3   40.7   7.8   6.6
3   41.5   10.7   13.3
3   42.5   10.7   13.3
3   43.5   10.6   13.4
3   44.5   10.6   13.4
3   45.5   10.6   13.3
4   46.7   8.5   6.7
4   47.5   10.5   13.5
4   48.5   10.5   13.5
4   49.5   10.4   13.6
4   50.0   0.0   0.9
5   51.6   10.4   10.8
5   52.5   10.3   13.7
5   53.5   10.3   13.7
5   54.5   10.3   13.7
5   55.3   9.1   6.9
6   56.7   6.0   6.9
6   57.5   10.2   13.8
6   58.5   10.2   13.8
6   59.5   10.1   13.9
6   60.5   10.1   13.9
6   61.1   0.1   7.0
7   61.7   6.1   7.0
7   62.5   10.1   13.9
7   63.5   10.0   14.0
7   64.5   10.0   14.0
7   65.5   10.0   14.0
7   66.1   0.1   7.0
8   66.7   9.6   7.0
8   67.5   9.9   14.1
8   68.5   9.9   14.1
8   69.5   9.9   14.1
8   70.5   9.9   14.1
8   71.0   0.0   1.6
9   71.5   9.8   12.4
9   72.5   9.8   14.2
9   73.5   9.8   14.2
9   74.5   9.8   14.2
9   75.5   9.8   14.2
9   76.0   0.0   1.7
10   77.5   9.7   12.1
10   78.5   9.7   14.3
10   79.5   9.7   14.3
10   80.5   9.7   14.3
10   81.0   0.0   1.0
11   81.6   9.7   11.8
11   82.5   9.7   14.3
11   83.5   9.6   14.4
11   84.5   9.6   14.4
11   85.5   9.6   14.4
11   86.2   2.2   7.2
12   87.6   9.6   11.1
12   88.5   9.6   14.4
12   89.5   9.6   14.4
12   90.5   9.6   14.4
12   91.0   0.0   1.4
13   91.5   9.6   12.6
13   92.5   9.6   14.4
13   93.5   9.6   14.4
13   94.5   9.6   14.4
13   95.0   0.0   0.2
14   96.6   9.6   10.5
14   97.5   9.6   14.4
14   98.5   9.6   14.4
14   99.5   9.6   14.4
14   100.5   9.6   14.4
14   101.0   0.0   1.4
15   102.7   5.9   7.2
15   103.5   9.6   14.4
15   104.5   9.6   14.4
15   105.5   9.6   14.4
15   106.5   9.6   14.4
15   107.2   4.8   7.2
16   107.8   4.5   7.2
16   108.5   9.6   14.4
16   109.5   9.6   14.4
16   110.5   9.6   14.4
16   111.5   9.6   14.4
16   112.1   0.0   2.7
17   112.6   9.7   11.3
17   113.5   9.7   14.3
17   114.5   9.7   14.3
17   115.5   9.7   14.3
17   116.5   9.7   14.3
17   117.2   1.8   7.1
18   117.7   7.4   7.1
18   118.5   9.7   14.3
18   119.5   9.8   14.2
18   120.5   9.8   14.2
18   121.5   9.8   14.2
18   122.1   0.0   3.1
19   122.7   7.1   7.1
19   123.5   9.8   14.2
19   124.5   9.9   14.1
19   125.5   9.9   14.1
19   126.5   9.9   14.1
19   127.0   0.0   1.3
20   128.6   10.0   8.5
20   129.5   10.0   14.0
20   130.5   10.0   14.0
20   131.2   1.2   7.0
21   132.7   8.0   7.0
21   133.5   10.1   13.9
21   134.5   10.1   13.9
21   135.5   10.1   13.9
21   136.5   10.2   13.8
21   137.5   10.2   12.7
22   138.5   10.2   12.6
22   139.5   10.3   13.7
22   140.5   10.3   13.7
22   141.5   10.3   13.7
22   142.5   10.3   13.7
22   143.0   0.0   1.9
23   143.5   10.4   11.7
23   144.5   10.4   13.6
23   145.5   10.4   13.6
23   146.5   10.5   13.5
23   147.5   10.5   12.0
24   148.0   0.0   1.5
24   148.5   10.5   13.5
24   149.5   10.6   13.4
24   150.5   10.6   13.4
24   151.1   0.0   4.2
25   154.7   6.4   6.6
25   155.5   10.8   13.2
25   156.5   10.8   13.2
25   157.5   10.8   13.2
25   158.0   0.0   1.5
26   158.6   10.9   7.7
26   159.5   10.9   13.1
26   160.5   10.9   13.1
26   161.5   11.0   13.0
26   162.5   11.0   12.5
27   163.6   11.0   6.5
27   164.5   11.1   12.9
27   165.5   11.1   12.9
27   166.4   11.2   9.5
28   166.9   0.0   3.1
28   167.5   11.2   12.8
28   168.5   11.2   12.8
28   169.5   11.3   12.7
28   170.5   11.3   11.8
29   172.6   11.4   9.5
29   173.5   11.4   12.6
29   174.5   11.5   12.5
29   175.5   11.5   12.5
29   176.0   0.0   0.9
30   179.7   10.1   6.2
30   180.3   7.3   6.2
31   181.8   4.3   6.1
31   182.5   11.8   12.2
31   183.5   11.8   12.2
31   184.5   11.8   12.2
31   185.5   11.9   11.7
32   186.6   11.9   9.7
32   187.5   12.0   12.0
32   188.5   12.0   12.0
32   189.5   12.0   12.0
32   190.5   12.1   11.9
32   191.3   7.0   5.9
33   191.8   5.0   5.9
33   192.5   12.2   11.8
33   193.5   12.2   11.8
33   194.5   12.2   11.8
33   195.5   12.3   11.7
33   196.5   12.3   11.7
33   197.2   2.7   5.8
34   197.7   9.5   5.8
34   198.5   12.4   11.6
34   199.5   12.4   11.6
34   200.5   12.5   11.5
34   201.3   10.6   5.8
35   201.8   1.6   5.8
35   202.5   12.5   11.5
35   203.5   12.6   11.4
35   204.5   12.6   11.4
35   205.5   12.6   11.4
35   206.5   12.7   11.3
35   207.1   0.0   3.8
36   207.6   12.7   7.1
36   208.5   12.8   11.2
36   209.5   12.8   11.2
36   210.5   12.8   11.2
36   211.5   12.9   11.1
36   212.2   2.5   5.6
37   212.7   9.9   5.6
37   213.5   12.9   11.1
37   214.5   13.0   11.0
37   215.5   13.0   11.0
37   216.5   13.0   11.0
37   217.1   0.3   5.5
38   217.6   12.7   5.5
38   218.5   13.1   10.9
38   219.5   13.1   10.9
38   220.5   13.2   10.8
38   221.2   6.2   5.4
39   222.7   6.9   5.4
39   223.5   13.3   10.7
39   224.5   13.3   10.7
39   225.5   13.4   10.6
39   226.5   13.4   10.6
39   227.0   0.0   1.1
40   228.5   13.5   9.0
40   229.5   13.5   10.5
40   230.5   13.5   10.5
40   231.5   13.6   10.4
40   232.1   1.1   5.2
41   233.5   13.6   8.5
41   234.5   13.7   10.3
41   235.5   13.7   10.3
41   236.5   13.7   10.3
41   237.1   0.0   3.6
42   237.6   13.7   6.6
42   238.5   13.8   10.2
42   239.5   13.8   10.2
42   240.0   0.0   1.6
43   242.6   12.2   5.1
43   243.5   13.9   10.1
43   244.5   13.9   10.1
43   245.5   14.0   10.0
43   246.5   14.0   10.0
43   247.1   0.0   3.9
44   247.7   10.9   5.0
44   248.3   7.9   5.0
45   252.8   3.1   4.9
45   253.5   14.2   9.8
45   254.5   14.2   9.8
45   255.5   14.2   9.8
45   256.5   14.2   9.8
45   257.5   14.2   9.8
45   258.1   0.0   3.9
46   258.6   14.3   5.3
46   259.5   14.3   9.7
46   260.5   14.3   9.7
46   261.5   14.3   9.7
46   262.3   10.0   4.8
47   264.5   14.3   8.1
47   265.5   14.4   9.6
47   266.0   0.0   1.5
48   268.5   14.4   7.3
48   269.5   14.4   9.6
48   270.5   14.4   9.6
48   271.5   14.4   9.6
48   272.5   14.4   9.6
48   273.0   0.0   0.5
49   273.5   14.4   8.3
49   274.5   14.4   9.6
49   275.5   14.4   9.6
49   276.5   14.4   9.6
49   277.0   0.0   0.9
50   278.5   14.5   7.5
50   279.5   14.5   9.5
50   280.5   14.5   9.5
50   281.5   14.5   9.5
51   283.7   9.8   4.8
51   284.5   14.4   9.6
51   285.5   14.4   9.6
51   286.5   14.4   9.6
51   287.5   14.4   9.6
51   288.5   14.4   9.6
51   289.0   0.0   2.3
52   289.6   12.3   4.8
52   290.5   14.4   9.6
52   291.5   14.4   9.6
52   292.2   6.0   4.8
53   293.7   8.3   4.8
53   294.5   14.4   9.6
53   295.5   14.3   9.7
53   296.5   14.3   9.7
53   297.5   14.3   9.7
53   298.1   1.0   4.8
54   298.6   13.2   4.8
54   299.5   14.3   9.7
54   300.5   14.3   9.7
54   301.5   14.3   9.7
54   302.5   14.2   9.8
54   303.0   0.0   0.8
55   303.6   12.0   4.9
55   304.5   14.2   9.8
55   305.5   14.2   9.8
55   306.5   14.2   9.8
55   307.4   14.1   6.9
56   307.9   0.0   2.9
56   308.5   14.1   9.9
56   309.5   14.1   9.9
56   310.5   14.1   9.9
56   311.5   14.0   10.0
56   312.1   0.0   2.5
57   312.8   3.2   5.0
57   313.5   14.0   10.0
57   314.5   14.0   10.0
57   315.1   0.1   5.0
58   329.7   8.8   5.2
58   330.5   13.5   10.5
58   331.5   13.5   10.5
58   332.5   13.4   10.6
58   333.5   13.4   10.6
58   334.1   1.0   5.3
59   334.6   12.3   5.3
59   335.5   13.3   10.7
59   336.5   13.3   10.7
59   337.5   13.3   10.7
59   338.0   0.0   0.5
60   339.6   13.2   6.6
60   340.5   13.2   10.8
60   341.5   13.1   10.9
60   342.5   13.1   10.9
60   343.0   0.0   1.7
61   344.8   4.1   5.5
61   345.5   13.0   11.0
61   346.5   12.9   11.1
61   347.5   12.9   11.1
61   348.5   12.9   11.1
61   349.5   12.8   11.2
61   350.0   0.0   1.2
62   350.6   12.8   7.9
62   351.5   12.8   11.2
62   352.5   12.7   11.3
62   353.5   12.7   11.3
62   354.5   12.6   11.4
62   355.0   0.0   0.5
63   356.5   12.6   10.8
63   357.5   12.5   11.5
63   358.5   12.5   11.5
63   359.5   12.5   11.5
63   360.1   0.0   4.5
64   360.6   12.4   7.0
64   361.5   12.4   11.6
64   362.5   12.3   11.7
64   363.5   12.3   11.7
64   364.5   12.3   11.7
64   365.0   0.0   0.7
65   365.7   10.8   5.9
65   366.5   12.2   11.8
65   367.5   12.2   11.8
65   368.5   12.1   11.9
65   369.5   12.1   11.9
65   370.1   1.0   6.0
66   370.7   10.8   6.0
66   371.5   12.0   12.0
66   372.5   12.0   12.0
66   373.5   11.9   12.1
66   374.4   10.8   6.1
67   375.5   11.8   10.2
67   376.5   11.8   12.2
67   377.5   11.8   12.2
67   378.5   11.7   12.3
67   379.5   11.7   12.3
67   380.4   11.7   8.8
68   381.5   11.6   12.0
68   382.5   11.6   12.4
68   383.5   11.5   12.5
68   384.3   9.3   6.2
69   384.8   2.0   6.2
69   385.5   11.5   12.5
69   386.5   11.4   12.6
69   387.5   11.4   12.6
69   388.5   11.4   12.6
69   389.5   11.3   12.7
69   390.0   0.0   1.5
70   390.6   11.3   9.3
70   391.5   11.2   12.8
70   392.5   11.2   12.8
70   393.5   11.2   12.8
70   394.5   11.1   12.9
70   395.1   0.0   5.1
71   395.6   10.4   6.4
71   396.5   11.1   12.9
71   397.5   11.0   13.0
71   398.5   11.0   13.0
71   399.3   9.2   6.5
72   399.8   1.5   6.5
72   400.5   10.9   13.1
72   401.5   10.9   13.1
72   402.5   10.9   13.1
72   403.5   10.8   13.2
72   404.5   10.8   13.2
72   405.3   7.1   6.6
73   405.8   3.4   6.6
73   406.5   10.7   13.3
73   407.5   10.7   13.3
73   408.5   10.6   13.4
73   409.5   10.6   13.4
73   410.5   10.6   13.4
73   411.0   0.0   0.2
74   411.5   10.5   13.0
74   412.5   10.5   13.5
74   413.5   10.5   13.5
74   414.5   10.4   13.6
74   415.4   10.4   10.5
75   415.9   0.0   2.8
75   416.5   10.4   13.6
75   417.5   10.3   13.7
75   418.5   10.3   13.7
75   419.5   10.3   13.7
75   420.4   10.3   7.6
76   420.9   0.0   5.8
76   421.5   10.2   13.8
76   422.5   10.2   13.8
76   423.5   10.2   13.8
76   424.5   10.1   13.9
76   425.5   10.1   13.9
76   426.2   5.0   7.0
77   426.8   5.0   7.0
77   427.5   10.1   13.9
77   428.5   10.0   14.0
77   429.5   10.0   14.0
77   430.5   10.0   14.0
77   431.0   0.0   2.4
78   431.6   10.0   11.5
78   432.5   9.9   14.1
78   433.5   9.9   14.1
78   434.5   9.9   14.1
78   435.5   9.9   14.1
78   436.1   0.0   4.9
79   436.6   9.8   9.1
79   437.5   9.8   14.2
79   438.5   9.8   14.2
79   439.5   9.8   14.2
79   440.5   9.8   14.2
79   441.5   9.7   14.3
79   442.1   0.0   7.1
80   442.6   9.7   7.1
80   443.5   9.7   14.3
80   444.5   9.7   14.3
80   445.5   9.7   14.3
80   446.4   9.7   10.7
81   445.9   0.0   3.6
81   446.5   9.7   14.3
81   447.5   9.7   14.3
81   448.5   9.7   14.3
81   449.5   9.6   14.4
81   450.3   8.1   7.2
82   450.8   1.2   7.2
82   451.5   9.6   14.4
82   452.5   9.6   14.4
82   453.5   9.6   14.4
82   454.5   9.6   14.4
82   455.5   9.6   14.4
82   456.5   9.6   12.6
83   456.0   0.0   1.7
83   456.5   9.6   14.4
83   457.5   9.6   14.4
83   458.5   9.6   14.4
83   459.5   9.6   14.4
83   460.5   9.6   14.4
83   461.0   0.0   1.1
84   461.5   9.6   13.3
84   462.5   9.6   14.4
84   463.5   9.6   14.4
84   464.5   9.6   14.4
84   465.3   8.6   7.2
85   465.8   0.7   7.2
85   466.5   9.6   14.4
85   467.5   9.6   14.4
85   468.5   9.6   14.4
85   469.5   9.6   14.4
85   470.5   9.6   14.4
85   471.5   9.6   14.4
85   472.3   5.8   7.2
86   472.8   3.6   7.2
86   473.5   9.6   14.4
86   474.5   9.6   14.4
86   475.5   9.6   14.4
86   476.5   9.6   14.4
86   477.0   0.0   1.9
87   477.5   9.7   12.1
87   478.5   9.7   14.3
87   479.5   9.7   14.3
87   480.5   9.7   14.3
87   481.5   9.7   14.3
87   482.1   0.0   2.7
88   482.6   9.7   11.0
88   483.5   9.7   14.3
88   484.5   9.8   14.2
88   485.5   9.8   14.2
88   486.5   9.8   12.3
89   487.0   0.0   1.4
89   487.5   9.8   14.2
89   488.5   9.8   14.2
89   489.5   9.9   14.1
89   490.5   9.9   14.1
89   491.5   9.9   14.1
89   492.0   0.0   2.3
90   492.6   9.9   10.6
90   493.5   10.0   14.0
90   494.5   10.0   14.0
90   495.5   10.0   14.0
90   496.4   10.0   7.8
91   496.9   0.0   5.9
91   497.5   10.0   14.0
91   498.5   10.1   13.9
91   499.5   10.1   13.9
91   500.5   10.1   13.9
91   501.5   10.2   13.8
91   502.4   10.2   8.6
92   502.9   0.0   5.0
92   503.5   10.2   13.8
92   504.5   10.3   13.7
92   505.5   10.3   13.7
92   506.5   10.3   13.7
92   507.5   10.3   13.7
92   508.0   0.0   1.9
93   508.5   10.4   11.5
93   509.5   10.4   13.6
93   510.5   10.4   13.6
93   511.5   10.5   13.5
93   512.3   9.0   6.8
94   512.8   1.3   6.8
94   513.5   10.5   13.5
94   514.5   10.6   13.4
94   515.5   10.6   13.4
94   516.5   10.6   13.4
94   517.3   9.0   6.7
95   517.8   1.5   6.7
95   518.5   10.7   13.3
95   519.5   10.7   13.3
95   520.5   10.8   13.2
95   521.5   10.8   13.2
95   522.4   10.8   9.0
96   522.9   0.0   4.1
96   523.5   10.9   13.1
96   524.5   10.9   13.1
96   525.5   10.9   13.1
96   526.5   11.0   13.0
96   527.3   9.4   6.5
97   527.8   1.3   6.5
97   528.5   11.0   13.0
97   529.5   11.1   12.9
97   530.5   11.1   12.9
97   531.3   9.7   6.4
98   531.8   1.3   6.4
98   532.5   11.2   12.8
98   533.5   11.2   12.8
98   534.5   11.3   12.7
98   535.4   11.3   6.6
99   535.9   0.0   5.5
99   536.5   11.3   12.7
99   537.5   11.4   12.6
99   538.5   11.4   12.6
99   539.5   11.5   12.5
99   540.0   0.0   0.7
100   541.6   11.5   9.7
100   542.5   11.6   12.4
100   543.5   11.6   12.4
100   544.5   11.6   12.4
100   545.5   11.7   12.3
100   546.1   0.0   6.1
101   546.6   11.6   6.1
101   547.5   11.8   12.2
101   548.5   11.8   12.2
101   549.5   11.8   12.2
101   550.4   11.3   6.1
102   550.9   0.4   6.1
102   551.5   11.9   12.1
102   552.5   11.9   12.1
102   553.5   12.0   12.0
102   554.5   12.0   12.0
102   555.3   9.5   6.0
103   555.8   2.3   6.0
103   556.5   12.1   11.9
103   557.5   12.1   11.9
103   558.5   12.2   11.8
103   559.5   12.2   11.8
103   560.5   12.2   11.8
103   561.5   12.3   11.7
103   562.1   0.0   5.4
104   563.7   8.7   5.8
104   564.5   12.4   11.6
104   565.5   12.4   11.6
104   566.5   12.5   11.5
104   567.0   0.0   1.0
105   567.5   12.5   10.2
105   568.5   12.5   11.5
105   569.5   12.6   11.4
105   570.5   12.6   11.4
105   571.5   12.7   11.3
105   572.1   0.0   4.6
106   572.6   12.7   6.5
106   573.5   12.7   11.3
106   574.5   12.8   11.2
106   575.5   12.8   11.2
106   576.3   10.7   5.6
107   576.8   2.0   5.6
107   577.5   12.9   11.1
107   578.5   12.9   11.1
107   579.5   13.0   11.0
107   580.5   13.0   11.0
107   581.5   13.0   9.1
108   582.0   0.0   1.8
108   582.5   13.1   10.9
108   583.5   13.1   10.9
108   584.5   13.1   10.9
108   585.5   13.2   10.8
108   586.5   13.2   10.8
108   587.0   0.0   0.8
109   587.5   13.2   9.7
109   588.5   13.3   10.7
109   589.5   13.3   10.7
109   590.5   13.3   10.7
109   591.5   13.4   10.6
109   592.5   13.4   10.6
109   593.1   0.0   2.6
110   593.6   13.4   7.9
110   594.5   13.5   10.5
110   595.5   13.5   10.5
110   596.5   13.5   10.5
110   597.1   0.0   2.6
111   597.6   13.6   7.7
111   598.5   13.6   10.4
111   599.5   13.6   10.4
111   600.5   13.7   10.3
111   601.5   13.7   10.3
112   602.5   13.7   8.7
112   603.5   13.8   10.2
112   604.5   13.8   10.2
112   605.5   13.8   10.2
112   606.3   11.5   5.1
113   606.8   2.2   5.1
113   607.5   13.9   10.1
113   608.5   13.9   10.1
113   609.5   13.9   10.1
113   610.5   14.0   10.0
113   611.4   14.0   6.1
114   611.9   0.0   3.8
114   612.5   14.0   10.0
114   613.5   14.0   10.0
114   614.5   14.1   9.9
114   615.5   14.1   9.9
114   616.3   9.7   4.9
115   617.7   7.1   4.9
115   618.5   14.1   9.9
115   619.5   14.2   9.8
115   620.5   14.2   9.8
115   621.5   14.2   9.8
115   622.5   14.2   9.8
115   623.0   0.0   0.8
116   623.5   14.3   8.7
116   624.5   14.3   9.7
116   625.5   14.3   9.7
116   626.4   14.3   6.3
117   630.6   14.4   6.1
117   631.5   14.4   9.6
117   632.3   10.4   4.8
118   632.8   3.5   4.8
118   633.5   14.4   9.6
118   634.5   14.4   9.6
118   635.5   14.4   9.6
118   636.5   14.4   9.6
118   637.5   14.4   9.6
118   638.0   0.0   0.7
119   638.5   14.4   8.7
119   639.5   14.4   9.6
119   640.5   14.4   9.6
119   641.5   14.4   9.6
119   642.5   14.5   9.5
119   643.1   0.1   4.8
120   643.6   14.2   4.8
120   644.5   14.5   9.5
120   645.5   14.5   9.5
120   646.5   14.5   9.5
120   647.5   14.5   9.5
120   648.0   0.0   0.3
121   648.5   14.5   9.1
121   649.5   14.4   9.6
121   650.5   14.4   9.6
121   651.5   14.4   9.6
121   652.5   14.4   9.6
121   653.5   14.4   9.6
121   654.0   0.0   0.5
122   654.5   14.4   8.7
122   655.5   14.4   9.6
122   656.5   14.4   9.6
122   657.5   14.4   9.6
122   658.1   0.0   3.4
123   658.6   14.4   6.1
123   659.5   14.4   9.6
123   660.5   14.4   9.6
123   661.5   14.3   9.7
123   662.5   14.3   9.7
123   663.1   0.3   4.8
124   663.6   13.9   4.8
124   664.5   14.3   9.7
124   665.5   14.3   9.7
124   666.5   14.3   9.7
124   667.5   14.2   9.3
125   668.0   0.0   0.3
125   668.5   14.2   9.8
125   669.5   14.2   9.8
125   670.5   14.2   9.8
125   671.5   14.2   9.8
125   672.0   0.0   0.7
126   673.5   14.1   9.0
126   674.5   14.1   9.9
126   675.5   14.1   9.9
126   676.5   14.0   10.0
126   677.5   14.0   10.0
126   678.2   4.5   5.0
127   678.7   9.4   5.0
127   679.5   14.0   10.0
127   680.5   14.0   10.0
127   681.5   13.9   10.1
127   682.5   13.9   10.1
127   683.3   11.5   5.1
128   683.9   2.0   5.1
128   684.5   13.8   10.2
128   685.5   13.8   10.2
128   686.0   0.0   2.0
129   692.6   11.9   5.2
129   693.5   13.6   9.4
130   694.7   11.5   5.2
130   695.5   13.5   10.5
130   696.5   13.5   10.5
130   697.5   13.4   10.6
130   698.5   13.4   10.6
130   699.4   13.4   8.2
131   699.0   0.0   0.3
131   699.5   13.4   10.6
131   700.5   13.3   10.7
131   701.5   13.3   10.7
131   702.5   13.3   10.7
131   703.5   13.2   10.8
131   704.1   0.0   5.0
132   704.6   12.8   5.4
132   705.5   13.2   10.8
132   706.5   13.1   10.9
132   707.5   13.1   10.9
132   708.5   13.1   10.9
132   709.1   0.0   5.2
133   709.6   12.9   5.5
133   710.5   13.0   11.0
133   711.5   13.0   11.0
133   712.5   12.9   11.1
133   713.5   12.9   11.1
133   714.5   12.8   11.2
133   715.1   0.0   4.2
134   715.6   12.8   6.4
134   716.5   12.8   11.2
134   717.5   12.7   11.3
134   718.5   12.7   11.3
134   719.5   12.7   11.3
134   720.1   0.0   5.3
135   720.6   12.6   5.9
135   721.5   12.6   11.4
135   722.5   12.5   11.5
135   723.5   12.5   11.5
135   724.5   12.5   11.5
135   725.1   0.0   5.0
136   725.6   12.4   6.4
136   726.5   12.4   11.6
136   727.5   12.4   11.6
136   728.5   12.3   11.7
136   729.5   12.3   11.7
136   730.1   0.3   5.9
137   730.6   11.6   5.9
137   731.5   12.2   11.8
137   732.5   12.2   11.8
137   733.5   12.1   11.9
137   734.5   12.1   11.9
137   735.1   1.0   6.0
138   735.6   10.9   6.0
138   736.5   12.0   12.0
138   737.5   12.0   12.0
138   738.5   11.9   12.1
138   739.5   11.9   12.1
138   740.1   1.1   6.1
139   740.7   10.7   6.1
139   741.5   11.8   12.2
139   742.5   11.8   12.2
139   743.5   11.7   12.3
139   744.5   11.7   12.3
139   745.5   11.7   12.3
139   746.1   0.0   3.5
140   746.6   11.6   8.8
140   747.5   11.6   12.4
140   748.5   11.6   12.4
140   749.5   11.5   12.5
140   750.0   0.0   0.3
141   750.5   11.5   12.0
141   751.5   11.4   12.6
141   752.5   11.4   12.6
141   753.5   11.4   12.6
141   754.5   11.3   12.7
142   755.5   11.3   12.4
142   756.5   11.3   12.7
142   757.5   11.2   12.8
142   758.5   11.2   12.8
142   759.4   11.2   9.7
143   759.9   0.0   3.0
143   760.5   11.1   12.9
143   761.5   11.1   12.9
143   762.5   11.0   13.0
143   763.5   11.0   13.0
144   765.5   10.9   12.9
144   766.5   10.9   13.1
144   767.5   10.9   13.1
144   768.5   10.8   13.2
144   769.5   10.8   13.2
144   770.5   10.8   10.9
145   770.0   0.0   2.0
145   770.5   10.8   13.2
145   771.5   10.7   13.3
145   772.5   10.7   13.3
145   773.5   10.6   13.4
145   774.5   10.6   13.4
145   775.4   10.6   7.6
146   775.9   0.0   5.7
146   776.5   10.6   13.4
146   777.5   10.5   13.5
146   778.5   10.5   13.5
146   779.5   10.5   13.5
146   780.5   10.4   13.6
146   781.0   0.0   1.6
147   781.5   10.4   11.8
147   782.5   10.4   13.6
147   783.5   10.3   13.7
147   784.5   10.3   13.7
147   785.5   10.3   13.7
147   786.1   0.0   5.2
148   786.6   10.2   8.2
148   787.5   10.2   13.8
148   788.5   10.2   13.8
148   789.5   10.2   13.8
148   790.5   10.1   13.9
148   791.2   1.4   7.0
149   791.7   8.4   7.0
149   792.5   10.1   13.9
149   793.5   10.0   14.0
149   794.5   10.0   14.0
149   795.3   9.8   7.0
150   795.9   0.0   7.0
150   796.5   10.0   14.0
150   797.5   9.9   14.1
150   798.5   9.9   14.1
150   799.5   9.9   14.1
150   800.5   9.9   14.1
150   801.0   0.0   1.1
151   801.5   9.9   12.9
151   802.5   9.8   14.2
151   803.5   9.8   14.2
151   804.5   9.8   14.2
151   805.5   9.8   14.2
151   806.4   9.8   8.2
152   806.9   0.0   5.5
152   807.5   9.7   14.3
152   808.5   9.7   14.3
152   809.5   9.7   14.3
152   810.5   9.7   14.3
152   811.1   0.0   6.3
153   811.6   9.7   7.9
153   812.5   9.7   14.3
153   813.5   9.7   14.3
153   814.5   9.6   14.4
153   815.4   9.6   7.6
154   815.9   0.0   6.4
154   816.5   9.6   14.4
154   817.5   9.6   14.4
154   818.5   9.6   14.4
154   819.5   9.6   14.4
154   820.5   9.6   14.4
154   821.3   6.7   7.2
155   821.8   2.8   7.2
155   822.5   9.6   14.4
155   823.5   9.6   14.4
155   824.5   9.6   14.4
155   825.4   9.6   8.5
156   825.9   0.0   5.9
156   826.5   9.6   14.4
156   827.5   9.6   14.4
156   828.5   9.6   14.4
156   829.5   9.6   14.4
156   830.4   9.6   7.7
157   830.9   0.0   6.6
157   831.5   9.6   14.4
157   832.5   9.6   14.4
157   833.5   9.6   14.4
157   834.5   9.6   14.4
157   835.5   9.6   14.4
157   836.5   9.6   14.4
157   837.1   0.0   2.5
158   837.6   9.6   11.7
158   838.5   9.6   14.4
158   839.5   9.6   14.4
158   840.5   9.6   14.4
158   841.5   9.6   14.4
158   842.0   0.0   1.4
159   842.5   9.7   12.5
159   843.5   9.7   14.3
159   844.5   9.7   14.3
159   845.5   9.7   14.3
159   846.5   9.7   14.3
159   847.2   1.4   7.1
160   847.7   8.2   7.1
160   848.5   9.7   14.3
160   849.5   9.8   14.2
160   850.5   9.8   14.2
160   851.5   9.8   14.2
160   852.1   0.0   3.7
161   852.6   9.8   10.3
161   853.5   9.8   14.2
161   854.5   9.9   14.1
161   855.5   9.9   14.1
161   856.4   9.9   7.7
162   856.9   0.0   6.3
162   857.5   9.9   14.1
162   858.5   9.9   14.1
162   859.5   10.0   14.0
162   860.5   10.0   14.0
162   861.4   10.0   7.0
163   861.9   0.0   6.6
163   862.5   10.0   14.0
163   863.5   10.1   13.9
163   864.5   10.1   13.9
163   865.5   10.1   13.9
163   866.5   10.2   13.8
163   867.5   10.2   13.8
163   868.3   5.8   6.9
164   869.5   10.2   12.6
164   870.5   10.3   13.7
164   871.5   10.3   13.7
164   872.5   10.3   13.7
164   873.0   0.0   1.5
165   873.5   10.4   12.1
165   874.5   10.4   13.6
165   875.5   10.4   13.6
165   876.5   10.5   13.5
165   877.5   10.5   11.6
166   878.0   0.0   1.8
166   878.5   10.5   13.5
166   879.5   10.6   13.4
166   880.5   10.6   13.4
166   881.5   10.6   13.4
166   882.5   10.6   13.4
166   883.1   0.0   3.4
167   883.6   10.7   9.8
167   884.5   10.7   13.3
167   885.5   10.8   13.2
167   886.5   10.8   13.2
167   887.3   9.8   6.6
168   887.8   0.8   6.6
168   888.5   10.9   13.1
168   889.5   10.9   13.1
168   890.5   10.9   13.1
168   891.5   11.0   13.0
168   892.5   11.0   13.0
168   893.0   0.0   1.0
169   893.7   7.1   6.5
169   894.5   11.1   12.9
169   895.5   11.1   12.9
169   896.1   0.0   5.8
170   897.6   10.9   6.4
170   898.5   11.2   12.8
170   899.5   11.3   12.7
170   900.3   8.7   6.4
171   900.8   2.4   6.4
171   901.5   11.3   12.7
171   902.5   11.4   12.6
171   903.5   11.4   12.6
171   904.5   11.4   12.6
171   905.5   11.5   12.5
171   906.3   8.1   6.2
172   906.8   3.2   6.2
172   907.5   11.6   12.4
172   908.5   11.6   12.4
172   909.5   11.6   12.4
172   910.5   11.7   12.3
172   911.1   0.0   6.1
173   911.6   11.7   6.1
173   912.5   11.7   12.3
173   913.5   11.8   12.2
173   914.5   11.8   12.2
173   915.5   11.9   12.1
173   916.1   0.0   5.3
174   916.6   11.9   6.6
174   917.5   11.9   12.1
174   918.5   12.0   12.0
174   919.5   12.0   12.0
174   920.5   12.1   11.9
174   921.1   0.0   5.0
175   921.7   9.9   6.0
175   922.5   12.1   11.9
175   923.5   12.2   11.8
175   924.5   12.2   11.8
175   925.5   12.2   11.8
175   926.5   12.3   11.7
175   927.1   0.1   5.8
